Account Number,Account Status,Account Type,Amount,Balance,Branch,Account Number,Channel,City,Closing Date,Country,Credit Score,Currency,Customer Name,Device Type,EMI,Fraud Flag,IFSC Code,Interest Rate,Count of Loan ID,Loan Type,Manager Name,Year,Quarter,Month,Payment Mode,Risk Level,State,Tenure,Year,Quarter,Month,Day,Count of Transaction ID,Transaction Type
518148,Active,Current,0,,City branch,518148,ATM,Chennai,0,India,0,INR,Arun Kumar,NA,5000,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2023,Qtr 4,October,Card,Low,MH,0,2024,Qtr 2,May,9,1,Credit
518378,Active,Current,0,,City branch,518378,NetBanking,Chennai,11/06/2024,India,0,INR,NA,NA,12000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2021,Qtr 2,May,Card,Low,MH,120,2022,Qtr 2,April,11,1,Debit
518692,Active,Current,0,,City branch,518692,ATM,Chennai,0,India,0,INR,NA,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 2,June,NA,Low,KA,120,2024,Qtr 2,June,1,1,Credit
519048,Active,Current,0,,City branch,519048,Branch,Chennai,0,India,0,INR,Arun Kumar,NA,12000,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2022,Qtr 4,November,UPI,Low,TN,120,2020,Qtr 3,July,18,1,Debit
519198,Active,Current,0,,City branch,519198,ATM,Chennai,11/06/2024,India,650,INR,Arun Kumar,Mobile,5000,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2022,Qtr 4,November,NA,Medium,MH,0,2022,Qtr 2,April,26,1,Credit
519621,Active,Current,0,,City branch,519621,Branch, Bengaluru,0,India,0,INR,Arun Kumar,Desktop,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2020,Qtr 2,June,Card,Medium,KA,120,2024,Qtr 4,November,10,1,Credit
519773,Active,Current,0,,City branch,519773,NetBanking,Chennai,0,India,650,INR,Sneha Patel,NA,5000,N,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2019,Qtr 2,May,NA,Low,KA,0,2019,Qtr 2,May,23,1,Credit
519801,Active,Current,0,,City branch,519801,NetBanking, Bengaluru,11/06/2024,India,650,INR,NA,NA,12000,N,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2024,Qtr 2,April,NA,Medium,TN,0,2021,Qtr 3,September,2,1,Debit
519810,Active,Current,0,,City branch,519810,ATM, Bengaluru,0,India,720,INR,NA,Desktop,0,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2018,Qtr 1,March,Card,Medium,MH,120,2022,Qtr 2,April,4,1,Debit
519973,Active,Current,0,,City branch,519973,NetBanking,Chennai,11/06/2024,India,650,INR,NA,Mobile,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2019,Qtr 1,March,NA,Low,KA,120,2024,Qtr 1,March,17,1,Debit
520910,Active,Current,0,,City branch,520910,NetBanking, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,NA,5000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2020,Qtr 1,February,Cash,Medium,KA,120,2021,Qtr 1,February,4,1,Credit
520947,Active,Current,0,,City branch,520947,ATM,Chennai,0,India,720,INR,NA,Mobile,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2019,Qtr 4,November,NA,Low,MH,120,2019,Qtr 3,August,3,1,Debit
521043,Active,Current,0,,City branch,521043,NetBanking, Bengaluru,0,India,0,INR,NA,Desktop,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2024,Qtr 2,June,NA,HIGH,MH,60,2024,Qtr 4,October,4,1,Credit
521194,Active,Current,0,,City branch,521194,ATM,Chennai,11/06/2024,India,720,INR,Arun Kumar,NA,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2018,Qtr 3,August,UPI,Medium,KA,120,2018,Qtr 4,October,6,1,Credit
521239,Active,Current,0,,City branch,521239,ATM,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 3,July,Cash,Medium,MH,60,2021,Qtr 1,March,21,1,Debit
521342,Active,Current,0,,City branch,521342,Branch,Chennai,0,India,0,INR,Arun Kumar,Mobile,0,N,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2019,Qtr 4,December,Card,Medium,MH,120,2019,Qtr 1,February,4,1,Credit
521749,Active,Current,0,,City branch,521749,NetBanking, Bengaluru,0,India,0,INR,NA,Desktop,12000,Y,SBIN0001234,0,1,Personal Loan, Ms. Iyer,2023,Qtr 4,December,NA,Medium,TN,60,2022,Qtr 2,June,11,1,Debit
521888,Active,Current,0,,City branch,521888,ATM, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 4,December,UPI,HIGH,MH,0,2021,Qtr 2,June,4,1,Credit
522146,Active,Current,0,,City branch,522146,NetBanking,Chennai,0,India,720,INR,Arun Kumar,Desktop,12000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,December,NA,Medium,MH,0,2021,Qtr 4,October,8,1,Credit
522169,Active,Current,0,,City branch,522169,NetBanking,Chennai,0,India,720,INR,NA,Desktop,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2024,Qtr 1,February,NA,Medium,KA,120,2020,Qtr 2,May,4,1,Debit
522307,Active,Current,0,,City branch,522307,Branch, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,NA,5000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2023,Qtr 1,February,UPI,Medium,MH,60,2021,Qtr 1,January,21,1,Credit
522360,Active,Current,0,,City branch,522360,ATM,Chennai,0,India,0,INR,Arun Kumar,Mobile,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2022,Qtr 2,April,Card,Low,KA,120,2021,Qtr 1,March,12,1,Credit
522383,Active,Current,0,,City branch,522383,ATM, Bengaluru,0,India,650,INR,NA,NA,12000,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2024,Qtr 1,March,NA,Medium,MH,60,2021,Qtr 4,October,23,1,Credit
522610,Active,Current,0,,City branch,522610,NetBanking, Bengaluru,0,India,0,INR,NA,NA,12000,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 2,May,Card,Low,MH,60,2022,Qtr 3,July,10,1,Credit
522616,Active,Current,0,,City branch,522616,NetBanking,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,Desktop,0,N,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2020,Qtr 1,February,NA,Low,TN,120,2018,Qtr 1,January,9,1,Credit
522673,Active,Current,0,,City branch,522673,NetBanking, Bengaluru,0,India,720,INR,NA,NA,0,Y,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2022,Qtr 2,April,NA,Medium,KA,60,2018,Qtr 3,September,22,1,Debit
522685,Active,Current,0,,City branch,522685,NetBanking,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,5000,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2020,Qtr 3,September,NA,Low,KA,120,2024,Qtr 2,May,16,1,Debit
522743,Active,Current,0,,City branch,522743,NetBanking,Chennai,0,India,0,INR,Arun Kumar,NA,12000,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 2,June,Card,Medium,MH,60,2023,Qtr 4,October,11,1,Credit
522821,Active,Current,0,,City branch,522821,NetBanking,Chennai,0,India,650,INR,  Ramesh Rao,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2022,Qtr 4,October,Card,Low,MH,120,2021,Qtr 4,December,12,1,Debit
523623,Active,Current,0,,City branch,523623,Branch, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,NA,5000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2021,Qtr 4,November,NA,Medium,KA,60,2018,Qtr 3,August,27,1,Debit
523631,Active,Current,0,,City branch,523631,Branch,Chennai,11/06/2024,India,650,INR,Sneha Patel,Desktop,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 4,October,Card,HIGH,TN,0,2021,Qtr 4,November,11,1,Debit
523645,Active,Current,0,,City branch,523645,Branch,Chennai,11/06/2024,India,0,INR,NA,NA,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2023,Qtr 2,April,NA,HIGH,KA,60,2022,Qtr 1,January,2,1,Debit
523836,Active,Current,0,,City branch,523836,ATM,Chennai,11/06/2024,India,0,INR,NA,NA,12000,N,SBIN0001234,7.5,1,Personal Loan, Ms. Iyer,2019,Qtr 2,May,NA,HIGH,MH,0,2020,Qtr 1,March,23,1,Credit
523854,Active,Current,0,,City branch,523854,NetBanking, Bengaluru,11/06/2024,India,720,INR,NA,Mobile,0,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2021,Qtr 4,December,Cash,HIGH,MH,120,2023,Qtr 3,July,1,1,Debit
524039,Active,Current,0,,City branch,524039,ATM,Chennai,11/06/2024,India,0,INR,NA,NA,12000,N,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2020,Qtr 2,May,Cash,Low,MH,120,2024,Qtr 1,March,1,1,Credit
524051,Active,Current,0,,City branch,524051,ATM,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2019,Qtr 4,October,UPI,Medium,MH,0,2019,Qtr 1,January,5,1,Debit
524271,Active,Current,0,,City branch,524271,Branch, Bengaluru,0,India,720,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,0,1,CarLoan, Ms. Iyer,2022,Qtr 4,October,NA,Low,TN,0,2024,Qtr 2,June,25,1,Debit
524376,Active,Current,0,,City branch,524376,ATM, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,5000,Y,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2020,Qtr 3,August,Cash,Medium,TN,120,2020,Qtr 4,November,9,1,Credit
524558,Active,Current,0,,City branch,524558,NetBanking,Chennai,0,India,650,INR,Arun Kumar,Mobile,12000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 2,May,NA,Low,KA,60,2023,Qtr 4,November,1,1,Debit
524578,Active,Current,0,,City branch,524578,ATM,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,5000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 3,August,NA,Low,TN,120,2020,Qtr 1,January,8,1,Debit
524606,Active,Current,0,,City branch,524606,Branch,Chennai,0,India,0,INR,NA,NA,12000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 4,November,Cash,Low,MH,0,2022,Qtr 2,May,11,1,Debit
524692,Active,Current,0,,City branch,524692,NetBanking, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,Mobile,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2023,Qtr 1,March,Card,Medium,TN,0,2019,Qtr 4,October,2,1,Debit
525360,Active,Current,0,,City branch,525360,NetBanking, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,Mobile,0,Y,SBIN0001234,0,1,CarLoan, Ms. Iyer,2022,Qtr 1,February,NA,Medium,TN,120,2020,Qtr 4,October,19,1,Credit
525389,Active,Current,0,,City branch,525389,Branch,Chennai,11/06/2024,India,0,INR,NA,Desktop,0,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2021,Qtr 3,September,UPI,Medium,TN,120,2021,Qtr 2,May,20,1,Credit
525557,Active,Current,0,,City branch,525557,ATM,Chennai,0,India,720,INR,  Ramesh Rao,Mobile,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2018,Qtr 3,July,Card,HIGH,KA,120,2023,Qtr 1,March,22,1,Debit
525659,Active,Current,0,,City branch,525659,Branch,Chennai,11/06/2024,India,650,INR,NA,Desktop,12000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2020,Qtr 1,February,Card,Medium,KA,0,2022,Qtr 1,February,16,1,Debit
525824,Active,Current,0,,City branch,525824,ATM, Bengaluru,0,India,720,INR,NA,Desktop,0,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2018,Qtr 1,January,Card,Medium,MH,120,2020,Qtr 3,September,22,1,Debit
525974,Active,Current,0,,City branch,525974,NetBanking,Chennai,11/06/2024,India,0,INR,NA,NA,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2019,Qtr 1,January,NA,Medium,MH,120,2018,Qtr 3,September,4,1,Debit
526006,Active,Current,0,,City branch,526006,NetBanking,Chennai,11/06/2024,India,720,INR,Sneha Patel,NA,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 3,September,Card,HIGH,KA,0,2021,Qtr 3,August,31,1,Credit
526070,Active,Current,0,,City branch,526070,ATM,Chennai,11/06/2024,India,720,INR,NA,NA,0,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2022,Qtr 4,November,UPI,Low,KA,60,2021,Qtr 2,June,27,1,Debit
526669,Active,Current,0,,City branch,526669,ATM, Bengaluru,11/06/2024,India,650,INR,  Ramesh Rao,Desktop,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 2,June,UPI,HIGH,MH,120,2021,Qtr 3,July,6,1,Debit
526739,Active,Current,0,,City branch,526739,NetBanking,Chennai,11/06/2024,India,720,INR,Arun Kumar,NA,0,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2019,Qtr 3,August,UPI,Medium,TN,120,2018,Qtr 2,June,10,1,Debit
526776,Active,Current,0,,City branch,526776,Branch, Bengaluru,11/06/2024,India,720,INR,NA,Desktop,0,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2020,Qtr 3,August,NA,Medium,KA,0,2022,Qtr 3,August,26,1,Credit
526941,Active,Current,0,,City branch,526941,Branch,Chennai,0,India,0,INR,NA,Mobile,12000,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 3,August,NA,Low,MH,0,2018,Qtr 4,December,7,1,Debit
526948,Active,Current,0,,City branch,526948,ATM,Chennai,0,India,0,INR,NA,NA,0,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2020,Qtr 3,August,Card,Low,MH,60,2021,Qtr 3,September,6,1,Debit
527100,Active,Current,0,,City branch,527100,ATM,Chennai,0,India,0,INR,Sneha Patel,Mobile,0,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2019,Qtr 3,July,Cash,Medium,MH,0,2023,Qtr 3,August,31,1,Credit
527306,Active,Current,0,,City branch,527306,Branch,Chennai,0,India,0,INR,Arun Kumar,NA,5000,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2020,Qtr 4,November,UPI,HIGH,MH,0,2022,Qtr 2,May,13,1,Debit
527355,Active,Current,0,,City branch,527355,NetBanking, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,Desktop,12000,Y,HDFC0005678,0,1,Personal Loan,Mr. Verma,2018,Qtr 1,March,UPI,HIGH,TN,120,2018,Qtr 4,October,17,1,Debit
527805,Active,Current,0,,City branch,527805,Branch,Chennai,0,India,0,INR,NA,NA,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 2,April,Card,Medium,MH,120,2019,Qtr 4,October,15,1,Debit
527895,Active,Current,0,,City branch,527895,NetBanking,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,12000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2023,Qtr 3,August,NA,HIGH,TN,0,2018,Qtr 4,November,7,1,Debit
528226,Active,Current,0,,City branch,528226,ATM,Chennai,0,India,650,INR,NA,NA,5000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 3,September,NA,HIGH,MH,60,2021,Qtr 2,June,26,1,Credit
528348,Active,Current,0,,City branch,528348,ATM,Chennai,11/06/2024,India,0,INR,NA,NA,5000,N,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2020,Qtr 3,July,UPI,Medium,TN,120,2019,Qtr 3,July,27,1,Credit
528428,Active,Current,0,,City branch,528428,NetBanking,Chennai,0,India,0,INR,NA,Desktop,0,N,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2021,Qtr 1,March,Cash,HIGH,MH,0,2021,Qtr 2,May,24,1,Debit
528658,Active,Current,0,,City branch,528658,Branch, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2024,Qtr 3,September,Cash,Low,TN,60,2019,Qtr 4,December,5,1,Debit
528734,Active,Current,0,,City branch,528734,Branch,Chennai,11/06/2024,India,0,INR,Arun Kumar,Mobile,0,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2022,Qtr 1,January,UPI,Medium,TN,120,2019,Qtr 2,May,8,1,Debit
528746,Active,Current,0,,City branch,528746,ATM,Chennai,11/06/2024,India,650,INR,  Ramesh Rao,Mobile,12000,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2024,Qtr 3,September,NA,HIGH,TN,120,2018,Qtr 4,December,30,1,Debit
528787,Active,Current,0,,City branch,528787,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,NA,0,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 4,December,UPI,Low,KA,120,2021,Qtr 4,November,20,1,Debit
528840,Active,Current,0,,City branch,528840,Branch,Chennai,11/06/2024,India,0,INR,NA,NA,0,N,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 1,February,UPI,Low,KA,60,2021,Qtr 2,May,30,1,Debit
529089,Active,Current,0,,City branch,529089,ATM, Bengaluru,0,India,650,INR,  Ramesh Rao,NA,0,Y,HDFC0005678,0,1,CarLoan,Mr. Verma,2020,Qtr 2,May,UPI,Medium,TN,0,2023,Qtr 2,April,29,1,Credit
529207,Active,Current,0,,City branch,529207,NetBanking,Chennai,0,India,650,INR,  Ramesh Rao,Desktop,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2019,Qtr 1,March,Cash,Medium,TN,120,2020,Qtr 2,May,18,1,Debit
529298,Active,Current,0,,City branch,529298,NetBanking, Bengaluru,0,India,720,INR,  Ramesh Rao,Mobile,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2020,Qtr 2,April,UPI,Low,TN,0,2021,Qtr 1,February,4,1,Debit
529414,Active,Current,0,,City branch,529414,Branch, Bengaluru,11/06/2024,India,0,INR,NA,NA,12000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 1,January,UPI,HIGH,KA,60,2019,Qtr 1,January,25,1,Debit
529545,Active,Current,0,,City branch,529545,Branch, Bengaluru,0,India,0,INR,Arun Kumar,Desktop,5000,Y,HDFC0005678,0,1,CarLoan,Mr. Verma,2024,Qtr 3,July,UPI,HIGH,MH,120,2024,Qtr 2,June,26,1,Debit
529807,Active,Current,0,,City branch,529807,ATM,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,5000,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2018,Qtr 4,November,Card,Medium,TN,120,2020,Qtr 2,April,26,1,Debit
529852,Active,Current,0,,City branch,529852,Branch, Bengaluru,0,India,0,INR,Arun Kumar,Mobile,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2019,Qtr 1,January,Cash,HIGH,TN,0,2020,Qtr 1,February,11,1,Debit
530146,Active,Current,0,,City branch,530146,ATM, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,5000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2022,Qtr 4,October,NA,Low,MH,0,2024,Qtr 1,March,29,1,Credit
530461,Active,Current,0,,City branch,530461,NetBanking,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,Mobile,12000,Y,HDFC0005678,0,1,CarLoan,Mr. Verma,2020,Qtr 2,April,UPI,Medium,KA,120,2021,Qtr 3,September,3,1,Debit
530489,Active,Current,0,,City branch,530489,Branch, Bengaluru,11/06/2024,India,0,INR,NA,NA,0,N,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2024,Qtr 2,May,Cash,Low,KA,60,2024,Qtr 3,August,26,1,Credit
530577,Active,Current,0,,City branch,530577,NetBanking, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,5000,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2023,Qtr 2,April,Cash,Low,KA,60,2019,Qtr 3,July,30,1,Debit
530929,Active,Current,0,,City branch,530929,NetBanking,Chennai,0,India,650,INR,  Ramesh Rao,NA,5000,N,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2021,Qtr 3,July,Card,Low,TN,60,2019,Qtr 2,April,7,1,Debit
531100,Active,Current,0,,City branch,531100,ATM, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,NA,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2024,Qtr 4,October,Card,Medium,MH,0,2022,Qtr 1,February,19,1,Debit
531198,Active,Current,0,,City branch,531198,ATM,Chennai,0,India,720,INR,NA,NA,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2024,Qtr 3,September,NA,Low,KA,0,2023,Qtr 4,November,25,1,Debit
531823,Active,Current,0,,City branch,531823,Branch,Chennai,11/06/2024,India,650,INR,NA,NA,5000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 1,February,NA,HIGH,MH,60,2020,Qtr 4,December,15,1,Debit
532043,Active,Current,0,,City branch,532043,Branch, Bengaluru,11/06/2024,India,720,INR,NA,NA,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2018,Qtr 1,January,Card,Low,KA,120,2018,Qtr 2,April,1,1,Debit
532081,Active,Current,0,,City branch,532081,Branch,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 1,March,UPI,HIGH,TN,60,2021,Qtr 4,November,11,1,Debit
532249,Active,Current,0,,City branch,532249,Branch,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2019,Qtr 2,April,Cash,HIGH,TN,60,2021,Qtr 3,September,12,1,Debit
532373,Active,Current,0,,City branch,532373,ATM,Chennai,11/06/2024,India,720,INR,Arun Kumar,Desktop,12000,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 3,September,Cash,Low,MH,60,2022,Qtr 4,November,13,1,Debit
532379,Active,Current,0,,City branch,532379,NetBanking, Bengaluru,0,India,650,INR,Arun Kumar,NA,5000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2020,Qtr 3,August,UPI,Medium,MH,60,2019,Qtr 2,May,6,1,Debit
532575,Active,Current,0,,City branch,532575,NetBanking,Chennai,11/06/2024,India,650,INR,Sneha Patel,NA,5000,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2020,Qtr 3,July,Card,Medium,TN,60,2021,Qtr 1,February,26,1,Debit
532660,Active,Current,0,,City branch,532660,ATM,Chennai,11/06/2024,India,650,INR,  Ramesh Rao,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2020,Qtr 1,January,UPI,Medium,TN,60,2019,Qtr 1,March,20,1,Debit
532778,Active,Current,0,,City branch,532778,Branch,Chennai,11/06/2024,India,720,INR,NA,NA,5000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2020,Qtr 2,May,NA,HIGH,TN,120,2020,Qtr 2,May,13,1,Debit
533116,Active,Current,0,,City branch,533116,ATM,Chennai,11/06/2024,India,0,INR,Sneha Patel,Desktop,0,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2018,Qtr 3,July,NA,HIGH,TN,60,2020,Qtr 3,August,3,1,Credit
533492,Active,Current,0,,City branch,533492,NetBanking,Chennai,11/06/2024,India,0,INR,Sneha Patel,Mobile,0,Y,SBIN0001234,0,1,Personal Loan, Ms. Iyer,2019,Qtr 1,February,Cash,HIGH,KA,120,2022,Qtr 1,February,15,1,Debit
533564,Active,Current,0,,City branch,533564,Branch,Chennai,0,India,0,INR,NA,Mobile,0,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 3,July,NA,HIGH,KA,0,2023,Qtr 4,November,28,1,Credit
533580,Active,Current,0,,City branch,533580,ATM, Bengaluru,0,India,650,INR,Arun Kumar,NA,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2019,Qtr 4,November,Cash,Medium,KA,120,2022,Qtr 1,February,16,1,Credit
534269,Active,Current,0,,City branch,534269,NetBanking,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2020,Qtr 1,January,NA,HIGH,TN,0,2018,Qtr 1,February,28,1,Credit
534459,Active,Current,0,,City branch,534459,NetBanking,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,NA,12000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2024,Qtr 1,February,UPI,HIGH,MH,120,2021,Qtr 1,January,29,1,Debit
534510,Active,Current,0,,City branch,534510,Branch,Chennai,0,India,720,INR,NA,Mobile,12000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2021,Qtr 2,May,NA,Low,KA,120,2022,Qtr 4,December,31,1,Debit
535004,Active,Current,0,,City branch,535004,NetBanking, Bengaluru,11/06/2024,India,720,INR,NA,NA,0,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 2,May,UPI,Low,TN,60,2018,Qtr 4,October,12,1,Debit
535064,Active,Current,0,,City branch,535064,ATM,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,Desktop,12000,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2023,Qtr 1,February,Card,Medium,TN,120,2023,Qtr 4,December,17,1,Debit
535080,Active,Current,0,,City branch,535080,ATM, Bengaluru,0,India,0,INR,Sneha Patel,NA,5000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 1,January,UPI,HIGH,MH,120,2024,Qtr 3,July,6,1,Debit
535388,Active,Current,0,,City branch,535388,Branch,Chennai,0,India,720,INR,Arun Kumar,NA,5000,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 2,April,NA,Low,MH,0,2018,Qtr 2,April,21,1,Credit
535788,Active,Current,0,,City branch,535788,ATM,Chennai,0,India,0,INR,NA,Desktop,5000,Y,HDFC0005678,7.5,1,CarLoan,Mr. Verma,2023,Qtr 3,August,NA,HIGH,KA,0,2023,Qtr 1,January,2,1,Debit
535940,Active,Current,0,,City branch,535940,ATM, Bengaluru,0,India,0,INR,Sneha Patel,Mobile,5000,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2020,Qtr 2,May,NA,Low,MH,120,2020,Qtr 4,October,22,1,Debit
536113,Active,Current,0,,City branch,536113,ATM,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2024,Qtr 4,October,NA,Medium,KA,120,2020,Qtr 3,September,19,1,Debit
536251,Active,Current,0,,City branch,536251,ATM,Chennai,0,India,650,INR,Sneha Patel,NA,5000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2023,Qtr 1,March,Cash,Medium,MH,60,2022,Qtr 1,March,13,1,Credit
536576,Active,Current,0,,City branch,536576,Branch, Bengaluru,11/06/2024,India,720,INR,  Ramesh Rao,Mobile,12000,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2018,Qtr 3,August,NA,Low,TN,120,2021,Qtr 3,July,6,1,Credit
